id,code,name
3011,LOL,"Lovelock, NV: Derby Field"
3012,LOM,"Lagos de Moreno, Mexico: Francisco P.V.Yr"
3013,LON,"London, United Kingdom: London Metropolitan Area"
3014,LOQ,"Lobatse, Botswana: Lobatse Airport"
3015,LOS,"Lagos, Nigeria: Murtala Muhammed"
3016,LOT,"Chicago/Romeoville, IL: Lewis University"
3017,LOU,"Louisville, KY: Bowman Field"
3018,LOV,"Monclova, Mexico: Monclova International"
3019,LOZ,"London/Corbin, KY: London-Corbin Airport-Magee Field"
3020,LPA,"Las Palmas, Spain: Gran Canaria"
3021,LPB,"La Paz, Bolivia: El Alto International"
3022,LPC,"Lompoc, CA: Lompoc Airport"
3023,LPI,"Linkoping, Sweden: Saab"
3024,LPL,"Liverpool, United Kingdom: Liverpool Airport"
3025,LPO,"La Porte, IN: La Porte Municipal"
3026,LPP,"Lappeenranta, Finland: Lappeenranta Airport"
3027,LPQ,"Luang Phabang, Laos: Luang Phabang International"
3028,LPR,"Lorain/Elyria, OH: Lorain County Regional"
3029,LPS,"Lopez Island, WA: Lopez Island Airport"
3030,LPT,"Lampang, Thailand: Lampang Airport"
3031,LPW,"Little Port Walter, AK: Little Port Walter Airport"
3032,LQK,"Pickens, SC: Pickens County"
3033,LRA,"Larissa, Greece: Larissa Airport"
3034,LRC,"Laarbruch, Germany: RAF Laarbruch"
3035,LRD,"Laredo, TX: Laredo International"
3036,LRE,"Longreach, Australia: Longreach Airport"
3037,LRF,"Jacksonville, AR: Little Rock AFB"
3038,LRG,"Loring, AK: Loring Airport"
3039,LRH,"La Rochelle, France: La Rochelle/Laleu"
3040,LRI,"Lorica, Colombia: Lorica Airport"
3041,LRL,"Niamtougou, Togo: Niamtougou International"
3042,LRM,"La Romana, Dominican Republic: Casa de Campo International"
3043,LRN,"Moses Lake, WA: Larson AFB"
3044,LRO,"Lathrop, CA: Sharpe AFF"
3045,LRT,"Lorient, France: Lorient Lann Bihoue"
3046,LRU,"Las Cruces, NM: Las Cruces International"
3047,LSA,"Losuia, Papua New Guinea: Kiriwina"
3048,LSC,"La Serena, Chile: La Florida"
3049,LSD,"Lexington, KY: Blue Grass Station AHP"
3050,LSE,"La Crosse, WI: La Crosse Municipal"
3051,LSF,"Columbus, GA: Lawson AAF"
3052,LSI,"Lerwick, United Kingdom: Sumburgh"
3053,LSL,"Los Chiles, Costa Rica: Los Chiles Airport"
3054,LSN,"Los Banos, CA: Los Banos Municipal"
3055,LSP,"Las Piedras, Venezuela: Josefa Camejo"
3056,LSQ,"Los Angeles, Chile: Maria Dolores"
3057,LSR,"Lost River, AK: Lost River 1"
3058,LSS,"Les Saintes, Guadeloupe: Terre de Haut"
3059,LST,"Launceston, Australia: Launceston Airport"
3060,LSU,"Long Sukang, Malaysia: Long Sukang Airport"
3061,LSV,"Las Vegas, NV: Nellis AFB"
3062,LSX,"Lhok Sukon, Indonesia: Lhok Sukon Airport"
3063,LTA,"Tzaneen, South Africa: Letaba"
3064,LTB,"Latrobe, Australia: Latrobe Valley"
3065,LTD,"Ghadames, Libya: Ghadames Airport"
3066,LTI,"Altai, Mongolia: Altai Airport"
3067,LTM,"Lethem, Guyana: Lethem Airport"
3068,LTN,"London, United Kingdom: Luton"
3069,LTO,"Loreto, Mexico: Loreto International"
3070,LTQ,"Le Touquet, France: Le Touquet/Paris Plage"
3071,LTS,"Altus, OK: Altus AFB"
3072,LTV,"Lotusvale, Australia: Lotusvale Airport"
3073,LUA,"Lukla, Nepal: Lukla Airport"
3074,LUD,"Luderitz, Namibia: Luderitz Airport"
3075,LUE,"Lucenec, Slovakia: Lucenec Airport"
3076,LUF,"Phoenix, AZ: Luke AFB"
3077,LUG,"Lugano, Switzerland: Lugano Airport"
3078,LUJ,"Lusikisiki, South Africa: Lusikisiki Airport"
3079,LUK,"Cincinnati, OH: Cincinnati Municipal Lunken Field"
3080,LUL,"Laurel, MS: Hesler-Noble Field"
3081,LUM,"Luxi, China: Mangshi"
3082,LUN,"Lusaka, Zambia: Lusaka International"
3083,LUP,"Kalaupapa, HI: Kalaupapa Airport"
3084,LUQ,"San Luis, Argentina: San Luis Airport"
3085,LUR,"Cape Lisburne, AK: Cape Lisburne LRRS"
3086,LUT,"Laura Station, Australia: Laura Station Airport"
3087,LUX,"Luxembourg, Luxembourg: Luxembourg Airport"
3088,LVB,"Livramento, Brazil: Livramento Airport"
3089,LVD,"Lime Village, AK: Lime Village Airport"
3090,LVI,"Livingstone, Zambia: Livingstone Airport"
3091,LVK,"Livermore, CA: Livermore Municipal"
3092,LVM,"Livingston, MT: Livingston Airport"
3093,LVO,"Laverton, Australia: Laverton Airport"
3094,LVS,"Las Vegas, NM: Las Vegas Municipal"
3095,LWB,"Lewisburg, WV: Greenbrier Valley"
3096,LWC,"Lawrence, KS: Lawrence Municipal"
3097,LWF,"Lawrenceburg, TN: Lawrenceburg-Lawrence County"
3098,LWL,"Wells, NV: Wells Municipal/Harriet Field"
3099,LWM,"Lawrence, MA: Lawrence Municipal"
3100,LWO,"Lviv, Ukraine: Lviv International"
3101,LWS,"Lewiston, ID: Lewiston Nez Perce County"
3102,LWT,"Lewistown, MT: Lewistown Municipal"
3103,LWV,"Lawrenceville, IL: Lawrenceville-Vincennes International"
3104,LWY,"Lawas, Malaysia: Lawas Airport"
3105,LXA,"Lhasa, China: Gonggar"
3106,LXN,"Lexington, NE: Jim Kelly Field"
3107,LXR,"Luxor, Egypt: Luxor International"
3108,LXS,"Lemnos, Greece: Lemnos Airport"
3109,LXV,"Leadville, CO: Lake County"
3110,LYB,"Little Cayman, Cayman Islands: Edward Bodden"
3111,LYC,"Lycksele, Sweden: Lycksele Airport"
3112,LYE,"Lyneham, United Kingdom: RAF Lyneham"
3113,LYG,"Jiangsu, China: Lianyungang Baitabu"
3114,LYH,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field"
3115,LYN,"Lyon, France: Lyon Bron"
3116,LYP,"Faisalabad, Pakistan: Faisalabad International"
3117,LYR,"Longyearbyen, Norway: Svalbard"
3118,LYS,"Lyon, France: Lyon Saint Exupery"
3119,LYU,"Ely, MN: Ely Municipal"
3120,LYX,"Lydd, United Kingdom: London Ashford"
3121,LZC,"Lazaro Cardenas, Mexico: Lazaro Cardenas Airport"
3122,LZH,"Liuzhou, China: Liuzhou South"
3123,LZO,"Luzhou, China: Luzhou Airport"
3124,LZR,"Lizard Island, Australia: Lizard Island Airport"
3125,LZU,"Lawrenceville, GA: Gwinnett County - Briscoe Field"
3126,MA1,"Edgartown, MA: Katama Airpark"
3127,MA2,"Montague, MA: Turners Falls"
3128,MA3,"Taunton, MA: Taunton Municipal King Field"
3129,MA4,"Marshfield, MA: Marshfield Municipal George Harlow Field"
3130,MA5,"Northampton, MA: Northampton Airport"
3131,MAA,"Chennai, India: Chennai International"
3132,MAB,"Maraba, Brazil: Para Joao Correa Da Rocha"
3133,MAC,"Macon, GA: Macon Downtown"
3134,MAD,"Madrid, Spain: Barajas"
3135,MAE,"Madera, CA: Madera Municipal"
3136,MAF,"Midland/Odessa, TX: Midland International"
3137,MAG,"Madang, Papua New Guinea: Madang Airport"
3138,MAH,"Mahon, Spain: Menorca"
3139,MAI,"Mangochi, Malawi: Mangochi Airport"
3140,MAJ,"Majuro, Marshall Islands: Marshall Islands International"
3141,MAK,"Malakal, South Sudan: Malakal Airport"
3142,MAM,"Matamoros, Mexico: General Servando Canales International"
3143,MAN,"Manchester, United Kingdom: Manchester Airport"
3144,MAO,"Manaus, Brazil: Eduardo Gomes International"
3145,MAP,"Mamai, Papua New Guinea: Mamai Airport"
3146,MAQ,"Mae Sot, Thailand: Mae Sot Airport"
3147,MAR,"Maracaibo, Venezuela: La Chinita International"
3148,MAS,"Manus Island, Papua New Guinea: Momote"
3149,MAT,"Matadi, Congo (Kinshasa): Matadi Tshimpi"
3150,MAU,"Maupiti, French Polynesia: Maupiti Fr. Polynesia"
3151,MAW,"Malden, MO: Malden Regional"
3152,MAX,"Matam, Senegal: Matam Ouro Sogui"
3153,MAY,"Mangrove Cay, The Bahamas: Clarence A Bain"
3154,MAZ,"Mayaguez, PR: Eugenio Maria de Hostos"
3155,MBA,"Mombasa, Kenya: Mombasa Moi International"
3156,MBH,"Maryborough, Australia: Maryborough Airport"
3157,MBI,"Mbeya, Tanzania: Mbeya Airport"
3158,MBJ,"Montego Bay, Jamaica: Sangster International"
3159,MBK,"Matupa, Brazil: Matupa Airport"
3160,MBL,"Manistee/Ludington, MI: Manistee County-Blacker"
3161,MBO,"Mamburao, Philippines: Mamburao Airport"
3162,MBS,"Saginaw/Bay City/Midland, MI: MBS International"
3163,MBT,"Masbate, Philippines: Masbate Airport"
3164,MBU,"Mbambanakira, Solomon Islands: Mbambanakira Airport"
3165,MBX,"Maribor, Slovenia: Maribor Airport"
3166,MBY,"Moberley, MO: Omar N Bradley"
3167,MBZ,"Maues, Brazil: Maues Airport"
3168,MCA,"Macenta, Guinea: Macenta Airport"
3169,MCB,"McComb, MS: McComb/Pike County/John E. Lewis Field"
3170,MCC,"Sacramento, CA: McClellan Airfield"
3171,MCD,"Mackinac Island, MI: Mackinac Island Airport"
3172,MCE,"Merced, CA: Merced Regional/Macready Field"
3173,MCF,"Tampa, FL: Macdill AFB"
3174,MCG,"McGrath, AK: McGrath Airport"
3175,MCH,"Machala, Ecuador: General Manuel Serrano"
3176,MCI,"Kansas City, MO: Kansas City International"
3177,MCJ,"Maicao, Colombia: Maicao Airport"
3178,MCK,"McCook, NE: McCook Ben Nelson Regional"
3179,MCL,"McKinley Park, AK: Denali"
3180,MCM,"Monte Carlo, Monaco: Monaco Heloport"
3181,MCN,"Macon, GA: Middle Georgia Regional"
3182,MCO,"Orlando, FL: Orlando International"
3183,MCP,"Macapa, Brazil: Alberto Alcolumbre"
3184,MCR,"Melchor de Mencos, Guatemala: Melchor de Mencos Airport"
3185,MCS,"Monte Caseros, Argentina: Monte Caseros Airport"
3186,MCT,"Muscat, Oman: Muscat International"
3187,MCU,"Montlucon, France: Gueret/Lepaud"
3188,MCV,"McArthur River, Australia: McArthur River Mine"
3189,MCW,"Mason City, IA: Mason City Municipal"
3190,MCY,"Maroochydore, Australia: Sunshine Coast"
3191,MCZ,"Maceio, Brazil: Zumbi Dos Palmares"
3192,MD1,"Michellville, MD: Freeway"
3193,MDA,"San Antonio, TX: Martindale AHP"
3194,MDB,"Melinda, Belize: Melinda Airport"
3195,MDC,"Menado, Indonesia: Sam Ratulangi"
3196,MDD,"Midland/Odessa, TX: Midland Airpark"
3197,MDE,"Medellin, Colombia: Jose Maria Cordova"
3198,MDF,"Medford, WI: Taylor County"
3199,MDG,"Mudanjiang, China: Hailang"
3200,MDH,"Carbondale, IL: Southern Illinois"
3201,MDI,"Makurdi, Nigeria: Makurdi Airport"
3202,MDJ,"Madras, OR: Madras Municipal"
3203,MDK,"Mbandaka, Congo (Kinshasa): Mbandaka Airport"
3204,MDL,"Mandalay, Burma: Mandalay International"
3205,MDO,"Middleton Island, AK: Middleton Island Airport"
3206,MDQ,"Mar del Plata, Argentina: Mar del Plata Airport"
3207,MDR,"Medfra, AK: Medfra Airport"
3208,MDS,"Middle Caicos, Turks and Caicos Islands: Conch Bar"
3209,MDT,"Harrisburg, PA: Harrisburg International"
3210,MDU,"Mendi, Papua New Guinea: Mendi Airport"
3211,MDW,"Chicago, IL: Chicago Midway International"
3212,MDX,"Mercedes, Argentina: Mercedes Aeroclub"
3213,MDY,"Midway Island, TT: Sand Island Field"
3214,MDZ,"Mendoza, Argentina: El Plumerillo"
3215,ME1,"Rangeley, ME: Steven A. Bean Municipal"
3216,ME2,"Islesboro, ME: Islesboro Airport"
3217,ME3,"Belfast, ME: Belfast Municipal"
3218,ME4,"Oxford, ME: Oxford County Regional"
3219,MEA,"Macae, Brazil: Macae Airport"
3220,MEB,"Melbourne, Australia: Melbourne/Essendon"
3221,MEC,"Manta, Ecuador: Eloy Alfaro International"
3222,MED,"Medina, Saudi Arabia: Prince Mohammad Bin Abdulaziz International"
3223,MEI,"Meridian, MS: Key Field"
3224,MEJ,"Meadville, PA: Port Meadville"
3225,MEL,"Melbourne, Australia: Melbourne International"
3226,MEM,"Memphis, TN: Memphis International"
3227,MEN,"Mende, France: Mende Brenoux"
3228,MEO,"Manteo, NC: Dare County Regional"
3229,MEP,"Mersing, Malaysia: Mersing Malay."
3230,MEQ,"Meulaboh, Indonesia: Seunagan"
3231,MER,"Atwater, CA: Castle"
3232,MES,"Medan, Indonesia: Polonia"
3233,MEV,"Minden, NV: Minden-Tahoe"
3234,MEX,"Mexico City, Mexico: Licenciado Benito Juarez International"
3235,MEY,"Meghauli, Nepal: Meghauli Airport"
3236,MFA,"Mafia Island, Tanzania: Mafia"
3237,MFD,"Mansfield, OH: Mansfield Lahm Regional"
3238,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International"
3239,MFF,"Moanda, Gabon: Moanda Airport"
3240,MFG,"Muzaffarabad, Pakistan: Muzaffarabad Airport"
3241,MFH,"Mesquite, NV: Mesquite Airport"
3242,MFI,"Marshfield, WI: Marshfield Municipal"
3243,MFM,"Macau, Macau: Macau International"
3244,MFN,"Milford Sound, New Zealand: Milford Sound Airport"
3245,MFQ,"Maradi, Niger: Maradi Airport"
3246,MFR,"Medford, OR: Rogue Valley International - Medford"
3247,MFS,"Miraflores, Colombia: Miraflores Airport"
3248,MFT,"Fort Worth, TX: Mangham Field"
3249,MFU,"Mfuwe, Zambia: Mfuwe Airport"
3250,MFV,"Melfa, VA: Accomack County"
3251,MGA,"Managua, Nicaragua: Augusto Cesar Sandino International"
3252,MGB,"Mount Gambier, Australia: Mount Gambier Airport"
3253,MGC,"Michigan City, IN: Michigan City Municipal-Phillips Field"
3254,MGD,"Magdalena, Bolivia: Magdalena Airport"
3255,MGE,"Marietta, GA: Dobbins ARB"
3256,MGF,"Maringa, Brazil: Silvio Name Junior"
3257,MGJ,"Montgomery, NY: Orange County"
3258,MGL,"Dusseldorf, Germany: Monchengladbach"
3259,MGM,"Montgomery, AL: Montgomery Regional"
3260,MGN,"Magangue, Colombia: Magangue Airport"
3261,MGQ,"Mogadishu, Somalia: Mogadishu International"
3262,MGR,"Moultrie/Thomasville, GA: Moultrie/Thomasville Airport"
3263,MGS,"Mangaia, Cook Islands: Mangaia Cook Island"
3264,MGW,"Morgantown, WV: Morgantown Municipal-Walter L. Bill Hart Field"
3265,MGY,"Dayton, OH: Dayton-Wright Brothers"
3266,MHA,"Mahdia, Guyana: Mahdia Airport"
3267,MHD,"Mashhad, Iran: Shahid Hashemi Nejad International"
3268,MHE,"Mitchell, SD: Mitchell Municipal"
3269,MHG,"Mannheim, Germany: Mannheim City"
3270,MHH,"Marsh Harbour, The Bahamas: Marsh Harbour International"
3271,MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional"
3272,MHL,"Marshall, MO: Marshall Memorial Municipal"
3273,MHM,"Minchumina, AK: Minchumina Airport"
3274,MHO,"Mount House, Australia: Mount House Airport"
3275,MHQ,"Mariehamn, Finland: Mariehamn Airport"
3276,MHR,"Sacramento, CA: Sacramento Mather"
3277,MHT,"Manchester, NH: Manchester-Boston Regional"
3278,MHV,"Mojave, CA: Mojave Airport"
3279,MHZ,"Mildenhall, United Kingdom: Mildenhall Airport"
3280,MI1,"Greenville, MI: Greenville Municipal"
3281,MI2,"Holland, MI: West Michigan Regional"
3282,MI3,"Howell, MI: Livingston County Spencer J. Hardy"
3283,MI4,"Frankfort, MI: Frankfort Dow Memorial Field"
3284,MI5,"Boyne Falls, MI: Boyne Mountain"
3285,MIA,"Miami, FL: Miami International"
3286,MIB,"Minot, ND: Minot AFB"
3287,MIC,"Minneapolis, MN: Crystal"
3288,MID,"Merida, Mexico: Licenciado Manuel Crescencio Rejon International"
3289,MIE,"Muncie/Anderson/Newcastle, IN: Delaware County Regional"
3290,MII,"Marilia, Brazil: Marilia Airport"
3291,MIJ,"Mili, Marshall Islands: Mili Airport"
3292,MIK,"Mikkeli, Finland: Mikkeli Airport"
3293,MIL,"Milan, Italy: Milan Metropolitan Area"
3294,MIM,"Merimbula, Australia: Merimbula Airport"
3295,MIN,"Minnipa, Australia: Minnipa Airport"
3296,MIO,"Miami, OK: Miami Municipal"
3297,MIP,"Mitspeh Ramon, Israel: Har Arikha"
3298,MIQ,"Omaha, NE: Millard"
3299,MIR,"Monastir, Tunisia: Habib Bourguiba International"
3300,MIS,"Misima Island, Papua New Guinea: Misima"
3301,MIT,"Shafter, CA: Shafter - Minter Field"
3302,MIU,"Maiduguri, Nigeria: Maiduguri Airport"
3303,MIV,"Millville, NJ: Millville Municipal"
3304,MIW,"Marshalltown, IA: Marshalltown Municipal"
3305,MIX,"Miriti, Colombia: Miriti Pirana"
3306,MIZ,"Mainoru, Australia: Mainoru Airport"
3307,MJA,"Manja, Madagascar: Manja Airport"
3308,MJB,"Mejit Island, Marshall Islands: Mejit"
3309,MJC,"Man, Cote d''Ivoire: Man Airport"
3310,MJD,"Moenjodaro, Pakistan: Moenjodaro Airport"
3311,MJF,"Mosjoen, Norway: Kjaerstad"
3312,MJG,"Mayajigua, Cuba: Mayajigua Airport"
3313,MJI,"Mitiga, Libya: Mitiga International"
3314,MJL,"Mouila, Gabon: Mouila Airport"
3315,MJM,"Mbuji-Mayi, Congo (Kinshasa): Mbuji Mayi"
3316,MJN,"Majunga, Madagascar: Philibert Tsiranana"
3317,MJQ,"Jackson, MN: Jackson Airport"
3318,MJT,"Mytilene, Greece: Mitilini"
3319,MJV,"Murcia, Spain: Murcia San Javier"
3320,MJX,"Toms River, NJ: Ocean County"
3321,MJZ,"Mirny, Russia: Mirny Airport"
3322,MKA,"Marianske Lazne, Czech Republic: Marianske Lazne Airport"
3323,MKC,"Kansas City, MO: Charles B. Wheeler Downtown"
3324,MKE,"Milwaukee, WI: General Mitchell International"
3325,MKG,"Muskegon, MI: Muskegon County"
3326,MKI,"Obo Mboki, Central African Republic: Obo Mboki Airport"
3327,MKJ,"Makoua, Congo (Brazaville): Makoua Airport"
3328,MKK,"Hoolehua, HI: Molokai"
3329,MKL,"Jackson, TN: McKellar-Sipes Regional"
3330,MKM,"Mukah, Malaysia: Mukah Airport"
3331,MKO,"Muskogee, OK: Davis Field"
3332,MKP,"Makemo, French Polynesia: Makemo Airport"
3333,MKR,"Meekatharra, Australia: Meekatharra Airport"
3334,MKS,"Mekane Selam, Ethiopia: Mekane Selam Airport"
3335,MKT,"Mankato, MN: Mankato Regional"
3336,MKU,"Makokou, Gabon: Makokou Airport"
3337,MKW,"Manokwari, Indonesia: Rendani"
3338,MKY,"Mackay, Australia: Mackay Airport"
3339,MKZ,"Malacca, Malaysia: Malacca Airport"
3340,MLA,"Malta, Malta: Luqa International"
3341,MLB,"Melbourne, FL: Melbourne International"
3342,MLC,"McAlester, OK: McAlester Regional"
3343,MLD,"Malad City, ID: Malad City Airport"
3344,MLE,"Male, Maldives: Ibrahim Nasir International"
3345,MLF,"Milford, UT: Milford Municipal/Ben and Judy Briscoe Field"
3346,MLG,"Malang, Indonesia: Abdul Rachman Saleh"
3347,MLH,"Mulhouse, France: EuroAirport"
3348,MLI,"Moline, IL: Quad City International"
3349,MLK,"Malta, MT: Malta Airport"
3350,MLL,"Marshall, AK: Marshall Don Hunter Sr."
3351,MLM,"Morelia, Mexico: General Francisco J. Mujica International"
3352,MLN,"Melilla, Spain: Melilla Airport"
3353,MLO,"Milos, Greece: Milos Airport"
3354,MLP,"Malabang, Philippines: Malabang Airport"
3355,MLQ,"Malalaua, Papua New Guinea: Malalaua Airport"
3356,MLS,"Miles City, MT: Frank Wiley Field"
3357,MLT,"Millinocket, ME: Millinocket Municipal"
3358,MLU,"Monroe, LA: Monroe Regional"
3359,MLV,"Merluna, Australia: Merluna Airport"
3360,MLW,"Monrovia, Liberia: Monrovia Spriggs Payne"
3361,MLX,"Malatya, Turkey: Erhac"
3362,MLY,"Manley Hot Springs, AK: Manley Hot Springs Airport"
3363,MLZ,"Melo, Uruguay: Melo Airport"
3364,MMA,"Malmo, Sweden: Malmo Metropolitan Area"
3365,MMB,"Memanbetsu, Japan: Memanbetsu Airport"
3366,MMC,"Ciudad Mante, Mexico: Cuauhtemoc"
3367,MMD,"Minami Daito, Japan: Minami Daito Airport"
3368,MME,"Darlington, United Kingdom: Durham Tees Valley"
3369,MMH,"Mammoth Lakes, CA: Mammoth Lakes Airport"
3370,MMI,"Athens, TN: McMinn County"
3371,MMJ,"Matsumoto, Japan: Matsumoto Airport"
3372,MMK,"Murmansk, Russia: Murmansk Airport"
3373,MML,"Marshall, MN: Southwest Minnesota Regional-Marshall/Ryan Field"
3374,MMM,"Middlemount, Australia: Middlemount Airport"
3375,MMN,"Stow, MA: Minute Man Air Field"
3376,MMP,"Mompos, Colombia: Mompos Airport"
3377,MMQ,"Mbala, Zambia: Mbala Airport"
3378,MMT,"Columbia, SC: McEntire Jngb"
3379,MMU,"Morristown, NJ: Morristown Municipal"
3380,MMX,"Malmo, Sweden: Malmo Airport"
3381,MMY,"Miyakojima, Japan: Miyako"
3382,MN1,"Fosston, MN: Fosston Municipal"
3383,MN2,"Moose Lake, MN: Moose Lake Carlton County"
3384,MN3,"Ortonville, MN: Ortonville Municipal-Martinson Field"
3385,MN4,"Wadena, MN: Wadena Municipal"
3386,MN5,"Red Wing, MN: Red Wing Regional"
3387,MNB,"Moanda, Congo (Kinshasa): Muanda"
3388,MNC,"Nacala, Mozambique: Nacala Airport"
3389,MNI,"Montserrat, Montserrat: John A. Osborne"
3390,MNK,"Maiana, Kiribati: Maiana Airport"
3391,MNL,"Manila, Philippines: Ninoy Aquino International"
3392,MNM,"Marinette, MI: Menominee-Marinette Twin County"
3393,MNN,"Marion, OH: Marion Municipal"
3394,MNO,"Manono, Congo (Kinshasa): Manono Airport"
3395,MNR,"Mongu, Zambia: Mongu Airport"
3396,MNS,"Mansa, Zambia: Mansa Airport"
3397,MNT,"Minto, AK: Minto Al Wright"
3398,MNU,"Mawlamyine, Burma: Mawlamyine Airport"
3399,MNX,"Manicore, Brazil: Manicore Airport"
3400,MNZ,"Manassas, VA: Manassas Regional/Harry P. Davis Field"
3401,MO1,"Mosby, MO: Midwest National Air Center"
3402,MO2,"Washington, MO: Washington Regional"
3403,MOA,"Moa, Cuba: Orestes Acosta"
3404,MOB,"Mobile, AL: Mobile Regional"
3405,MOC,"Montes Claros, Brazil: Mario Ribeiro"
3406,MOD,"Modesto, CA: Modesto City-County-Harry Sham Field"
3407,MOG,"Mong Hsat, Burma: Mong Hsat Airport"
3408,MOL,"Molde, Norway: Aro"
3409,MOM,"Moudjeria, Mauritania: Moudjeria Ledfotar"
3410,MON,"Mount Cook, New Zealand: Mount Cook Airport"
3411,MOP,"Mount Pleasant, MI: Mount Pleasant Municipal"
3412,MOQ,"Morondava, Madagascar: Morondava Airport"
3413,MOR,"Morristown, TN: Moore-Murrell"
3414,MOS,"Moses Point, AK: Moses Point Airport"
3415,MOT,"Minot, ND: Minot International"
3416,MOU,"Mountain Village, AK: Mountain Village Airport"
3417,MOW,"Moscow, Russia: Moscow Metropolitan Area"
3418,MOY,"Monterrey, Colombia: Monterrey Airport"
3419,MOZ,"Moorea Island, French Polynesia: Temae"
3420,MPB,"Miami, FL: Watson Island International"
3421,MPE,"Madison, CT: Griswold"
3422,MPI,"Mamitupo, Panama: Mamitupo Airport"
3423,MPJ,"Morrilton, AR: Petit Jean Park"
3424,MPK,"Mokpo, South Korea: Mokpo Airport"
3425,MPL,"Montpellier, France: Montpellier Mediterranee"
3426,MPM,"Maputo, Mozambique: Maputo Airport"
3427,MPN,"Mount Pleasant, Falkland Islands (Islas Malvinas): Mount Pleasant Airport"
3428,MPO,"Mt. Pocono, PA: Pocono Mountains Municipal"
3429,MPR,"McPherson, KS: McPherson Airport"
3430,MPS,"Mount Pleasant, TX: Mount Pleasant Municipal"
3431,MPT,"Maliana, Timor-Leste: Maliana Airport"
3432,MPV,"Montpelier/Barre, VT: Edward F Knapp State"
3433,MPX,"Miyanmin, Papua New Guinea: Miyanmin Airport"
3434,MQB,"Macomb, IL: Macomb Municipal"
3435,MQJ,"Indianapolis, IN: Indianapolis Regional"
3436,MQL,"Mildura, Australia: Mildura Airport"
3437,MQN,"Mo I Rana, Norway: Rossvoll"
3438,MQP,"Nelspruit, South Africa: Kruger Mpumalanga International"
3439,MQQ,"Moundou, Chad: Moundou Airport"
3440,MQS,"Mustique, Saint Vincent and the Grenadines: Mustique Airport"
3441,MQT,"Marquette, MI: Sawyer International"
3442,MQX,"Mek''ele, Ethiopia: Mek''ele Airport"
3443,MQY,"Smyrna, TN: Smyrna Airport"
3444,MRA,"Misurata, Libya: Misurata International"
3445,MRB,"Martinsburg, WV: Eastern WV Regional/Shepherd Field"
3446,MRC,"Columbia, TN: Maury County"
3447,MRD,"Merida, Venezuela: Alberto Carnevalli"
3448,MRH,"Morehead City, NC: Beaufort Morehead City"
3449,MRI,"Anchorage, AK: Merrill Field"
3450,MRK,"Marco Island, FL: Marco Island Airport"
3451,MRN,"Morganton, NC: Morganton Lenoir"
3452,MRO,"Masterton, New Zealand: Masterton Airport"
3453,MRQ,"Marinduque, Philippines: Marinduque Airport"
3454,MRS,"Marseille, France: Marseille Provence"
3455,MRU,"Mauritius Island, Mauritius: Sir Seewoosagur Ramgoolam International"
3456,MRV,"Mineralnyye Vody, Russia: Mineralnyye Vody Airport"
3457,MRX,"Margarita Island, Venezuela: Del Caribe International"
3458,MRY,"Monterey, CA: Monterey Peninsula"
3459,MRZ,"Moree, Australia: Moree Airport"
3460,MS1,"Grenada, MS: Grenada Municipal"
3461,MS2,"Picayune, MS: Picayune Municipal"
3462,MS3,"Philadelphia, MS: Philadelphia Municipal"
3463,MSA,"Muskrat Dam, Canada: Muskrat Dam Airport"
3464,MSC,"Mesa, AZ: Falcon Field"
3465,MSE,"Manston, United Kingdom: Manston Airport"
3466,MSH,"Masirah, Oman: Masirah Airport"
3467,MSJ,"Misawa, Japan: Misawa AB"
3468,MSL,"Muscle Shoals, AL: Northwest Alabama Regional"
3469,MSN,"Madison, WI: Dane County Regional-Truax Field"
3470,MSO,"Missoula, MT: Missoula International"
3471,MSP,"Minneapolis, MN: Minneapolis-St Paul International"
3472,MSQ,"Minsk, Belarus: Minsk 2"
3473,MSR,"Greven, West Germany: Munster/Osnabruck International"
3474,MSS,"Massena, NY: Massena International-Richards Field"
3475,MST,"Maastricht, Netherlands: Maastricht Airport"
3476,MSU,"Maseru, Lesotho: Moshoeshoe I International"
3477,MSV,"Monticello, NY: Sullivan County International"
3478,MSW,"Massawa, Eritrea: Massawa International"
3479,MSY,"New Orleans, LA: Louis Armstrong New Orleans International"
3480,MSZ,"Namibe, Angola: Yuri Gagarin"
3481,MT1,"Colstrip, MT: Colstrip Airport"
3482,MTC,"Mt. Clemens, MI: Selfridge Angb"
3483,MTD,"Mt. Sandford, Australia: Mount Sanford Station"
3484,MTE,"Monte Alegre, Brazil: Monte Alegre Airport"
3485,MTH,"Marathon, FL: The Florida Keys Marathon"
3486,MTJ,"Montrose/Delta, CO: Montrose Regional"
3487,MTL,"Maitland, Australia: Maitland Airport"
3488,MTM,"Metlakatla, AK: Metlakatala"
3489,MTN,"Baltimore, MD: Martin State"
3490,MTO,"Mattoon/Charleston, IL: Coles County Memorial"
3491,MTP,"Montauk Point, NY: Sky Portal"
3492,MTR,"Monteria, Colombia: Los Garzones"
3493,MTS,"Manzini, Swaziland: Matsapha"
3494,MTT,"Minatitlan, Mexico: Minatitlan Airport"
3495,MTV,"Mota Lava, Vanuatu: Mota Lava Airport"
3496,MTW,"Manitowoc, WI: Manitowoc County"
3497,MTX,"Fairbanks, AK: Metro Field"
